Data/hora da exportação;25/11/2023 às 10h4min
Observatório da Agropecuária Brasileira

Brasil;01/07/2022;até;31/10/2023

Filtros aplicados
Região;Todos(as);
UF;Todos(as);
Programa;Todos(as);
Subprograma;Todos(as);
Finalidade;Todos(as);
Atividade;Todos(as);
Fonte de recursos;Todos(as);
Gênero;Todos(as);
Instituição Financiera;Todos(as);
Modalidade;Todos(as);
Produto;Todos(as);
Segmento;Todos(as);

Programa;Subprograma;Região;UF;Finalidade;Quantidade (01/07/2022 - 31/10/2023);
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Norte;PA;Comercialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Nordeste;PI;Custeio;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Nordeste;PI;Investimento;7;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Nordeste;PI;Industrialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Nordeste;PI;Comercialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Sul;PR;Custeio;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Sul;PR;Investimento;10;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Sul;PR;Industrialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Sul;PR;Comercialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Norte;RO;Custeio;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Norte;RO;Investimento;6;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Norte;RO;Industrialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Norte;RO;Comercialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Norte;RR;Custeio;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Norte;RR;Investimento;11;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Norte;RR;Industrialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Norte;RR;Comercialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Sul;RS;Custeio;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Sul;RS;Investimento;45;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Sul;RS;Industrialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Sul;RS;Comercialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Sul;SC;Custeio;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Sul;SC;Investimento;2;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Sul;SC;Industrialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Sul;SC;Comercialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Sudeste;SP;Custeio;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Sudeste;SP;Investimento;137;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Sudeste;SP;Industrialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Sudeste;SP;Comercialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Norte;TO;Custeio;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Norte;TO;Investimento;24;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Norte;TO;Industrialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Plantio direto;Norte;TO;Comercialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Norte;AC;Custeio;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Norte;AC;Investimento;41;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Norte;AC;Industrialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Norte;AC;Comercialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Nordeste;BA;Custeio;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Nordeste;BA;Investimento;169;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Nordeste;BA;Industrialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Nordeste;BA;Comercialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Sudeste;ES;Custeio;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Sudeste;ES;Investimento;23;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Sudeste;ES;Industrialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Sudeste;ES;Comercialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Centro-oeste;GO;Custeio;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Centro-oeste;GO;Investimento;70;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Centro-oeste;GO;Industrialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Centro-oeste;GO;Comercialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Nordeste;MA;Custeio;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Nordeste;MA;Investimento;94;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Nordeste;MA;Industrialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Nordeste;MA;Comercialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Sudeste;MG;Custeio;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Sudeste;MG;Investimento;381;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Sudeste;MG;Industrialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Sudeste;MG;Comercialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Centro-oeste;MS;Custeio;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Centro-oeste;MS;Investimento;123;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Centro-oeste;MS;Industrialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Centro-oeste;MS;Comercialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Centro-oeste;MT;Custeio;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Centro-oeste;MT;Investimento;127;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Centro-oeste;MT;Industrialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Centro-oeste;MT;Comercialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Norte;PA;Custeio;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Norte;PA;Investimento;113;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Norte;PA;Industrialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Norte;PA;Comercialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Nordeste;PB;Custeio;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Nordeste;PB;Investimento;2;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Nordeste;PB;Industrialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Nordeste;PB;Comercialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Nordeste;PE;Custeio;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Nordeste;PE;Investimento;26;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Nordeste;PE;Industrialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Nordeste;PE;Comercialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Nordeste;PI;Custeio;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Nordeste;PI;Investimento;14;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Nordeste;PI;Industrialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Nordeste;PI;Comercialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Sul;PR;Custeio;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Sul;PR;Investimento;41;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Sul;PR;Industrialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Sul;PR;Comercialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Sudeste;RJ;Custeio;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Sudeste;RJ;Investimento;13;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Sudeste;RJ;Industrialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Sudeste;RJ;Comercialização;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Norte;RO;Custeio;0;
Abc - programa para redução da emissão de gases de efeito estufa na agropecuária;Recuperação de pastagens;Norte;RO;Investimento;93;
